name,time,air_Pressure_mH2O,air_Temp_float,batt,channel_rssi,data_rate_index,dev_id,device_id,dist,forwarder_gateway_id,recieved_time,rssi,snr,spreading_factor,timestamp,wat_Pressure_mH2o,wat_Temp_float,wat_level_mH2o
puhatu-v3,1.62678E+18,-1,0,4.026,-118,2,puhatu-b3v3,,43.5,eui-b827ebfffefdad64,,-118,1.8,10,,,,
puhatu-v3,1.62685E+18,-1,0,2.967,-118,2,puhatu-b3v3,,43.5,eui-b827ebfffefdad64,,-118,-2,10,,,,
puhatu-v3,1.62694E+18,-1,0,3.151,-118,2,puhatu-b3v3,,43.8,eui-b827ebfffefdad64,,-118,-2.5,10,,,,
puhatu-v3,1.62703E+18,10.27442455,24.53668022,4.02,-124,2,puhatu-b3v3,,43.5,eui-b827ebfffefdad64,,-124,-6,10,,-1,0,-11.27442455
puhatu-v3,1.62711E+18,-2,0,2.967,-121,2,puhatu-b3v3,,43.2,eui-b827ebfffefdad64,,-121,-5.8,10,,-1,0,1
puhatu-v3,1.62711E+18,-1,0,3.626,-121,2,puhatu-b3v3,,42.3,eui-b827ebfffefdad64,,-121,-8.8,10,,-1,0,0
puhatu-v3,1.62712E+18,-1,0,3.117,-119,2,puhatu-b3v3,,43.6,eui-b827ebfffefdad64,,-119,0.8,10,,-1,0,0
puhatu-v3,1.62717E+18,-1,0,2.901,-122,2,puhatu-b3v3,,44,eui-b827ebfffefdad64,,-122,-10.5,10,,-1,0,0
puhatu-v3,1.6272E+18,10.36250877,29.31381989,2.979,-121,2,puhatu-b3v3,,43.9,eui-b827ebfffefdad64,,-121,-0.2,10,,-1,0,-11.36250877
puhatu-v3,1.62721E+18,-1,0,4.026,-119,2,puhatu-b3v3,,43.9,eui-b827ebfffefdad64,,-119,1.2,10,,-1,0,0
puhatu-v3,1.62724E+18,-1,0,3.142,-121,2,puhatu-b3v3,,43.9,eui-b827ebfffefdad64,,-121,-8.2,10,,-1,0,0
puhatu-v3,1.62725E+18,-1,0,3.143,-121,2,puhatu-b3v3,,43.3,eui-b827ebfffefdad64,,-121,-9.5,10,,-1,0,0
puhatu-v3,1.62726E+18,10.37961769,5.444704056,3.142,-121,2,puhatu-b3v3,,43.4,eui-b827ebfffefdad64,,-121,-10.5,10,,-1,0,-11.37961769
puhatu-v3,1.62727E+18,-1,0,3.118,-119,2,puhatu-b3v3,,43.6,eui-b827ebfffefdad64,,-119,-1.5,10,,-1,0,0
puhatu-v3,1.62731E+18,-1,0,3.121,-120,2,puhatu-b3v3,,43.7,eui-b827ebfffefdad64,,-120,-2.2,10,,10.93107986,11.93050671,11.93107986
puhatu-v3,1.62732E+18,-1,0,2.903,-120,2,puhatu-b3v3,,43.6,eui-b827ebfffefdad64,,-120,-0.5,10,,-1,0,0
puhatu-v3,1.62733E+18,10.37472057,10.65041542,3.205,-121,2,puhatu-b3v3,,43.2,eui-b827ebfffefdad64,,-121,-4.8,10,,10.93397236,11.90019417,0.559251785
puhatu-v3,1.62735E+18,-1,0,3.203,-121,2,puhatu-b3v3,,43,eui-b827ebfffefdad64,,-121,-4.5,10,,-1,0,0
puhatu-v3,1.62737E+18,-2,0,3.053,-120,2,puhatu-b3v3,,43.9,eui-b827ebfffefdad64,,-120,-0.8,10,,-1,0,1
puhatu-v3,1.62738E+18,10.34948921,38.7495575,4.003,-117,2,puhatu-b3v3,,43,eui-b827ebfffefdad64,,-117,1.8,10,,-1,0,-11.34948921
puhatu-v3,1.62744E+18,-1,0,3.19,-120,2,puhatu-b3v3,,30.6,eui-b827ebfffefdad64,,-120,-3.2,10,,-1,0,0
puhatu-v3,1.62747E+18,-1,0,3.109,-120,2,puhatu-b3v3,,42.9,eui-b827ebfffefdad64,,-120,-5,10,,-1,0,0
puhatu-v3,1.62749E+18,-1,0,2.903,-120,2,puhatu-b3v3,,43.3,eui-b827ebfffefdad64,,-120,-2,10,,-1,0,0
puhatu-v3,1.62751E+18,10.23773384,14.17895412,3.234,-119,2,puhatu-b3v3,,43.1,eui-b827ebfffefdad64,,-119,-5.8,10,,-1,0,-11.23773384
puhatu-v3,1.62752E+18,-1,0,3.233,-119,2,puhatu-b3v3,,42.8,eui-b827ebfffefdad64,,-119,-6.5,10,,-1,0,0
puhatu-v3,1.62756E+18,-1,0,3.145,-121,2,puhatu-b3v3,,44,eui-b827ebfffefdad64,,-121,-4.2,10,,-1,0,0
puhatu-v3,1.62757E+18,-1,0,2.932,-119,2,puhatu-b3v3,,44.1,eui-b827ebfffefdad64,,-119,2.5,10,,-1,0,0
puhatu-v3,1.62758E+18,-1,0,3.078,-119,2,puhatu-b3v3,,43.4,eui-b827ebfffefdad64,,-119,-5.2,10,,-1,0,0
puhatu-v3,1.6276E+18,-1,0,3.251,-123,2,puhatu-b3v3,,44,eui-b827ebfffefdad64,,-123,-6.5,10,,-1,0,0
puhatu-v3,1.62762E+18,-1,0,3.246,-121,2,puhatu-b3v3,,43.2,eui-b827ebfffefdad64,,-121,-7.5,10,,-1,0,0
puhatu-v3,1.62763E+18,-1,0,3.052,-120,2,puhatu-b3v3,,43.3,eui-b827ebfffefdad64,,-120,1.5,10,,-1,0,0
puhatu-v3,1.62765E+18,-1,0,2.98,-121,2,puhatu-b3v3,,43.8,eui-b827ebfffefdad64,,-121,-4.8,10,,-1,0,0
puhatu-v3,1.62766E+18,10.15343189,18.52002525,2.963,-123,2,puhatu-b3v3,,43.4,eui-b827ebfffefdad64,,-123,-10.5,10,,-1,0,-11.15343189
puhatu-v3,1.62767E+18,10.14427853,14.69285488,3.305,-121,2,puhatu-b3v3,,43,eui-b827ebfffefdad64,,-121,-8.2,10,,-1,0,-11.14427853
puhatu-v3,1.62769E+18,10.11061287,14.33149052,3.298,-122,2,puhatu-b3v3,,43.2,eui-b827ebfffefdad64,,-122,-5.8,10,,-1,0,-11.11061287
puhatu-v3,1.62771E+18,-1,0,3.269,-123,2,puhatu-b3v3,,43.9,eui-b827ebfffefdad64,,-123,-10.2,10,,-1,0,0
puhatu-v3,1.62773E+18,-1,0,4.045,-121,2,puhatu-b3v3,,42.9,eui-b827ebfffefdad64,,-121,-6.5,10,,-1,0,0
puhatu-v3,1.62773E+18,-1,0,4.049,-119,2,puhatu-b3v3,,43.1,eui-b827ebfffefdad64,,-119,-10.2,10,,-1,0,0
puhatu-v3,1.62774E+18,10.17830276,20.8570652,2.958,-120,2,puhatu-b3v3,,43,eui-b827ebfffefdad64,,-120,-2.8,10,,-1,0,-11.17830276
puhatu-v3,1.62774E+18,-1,0,2.965,-121,2,puhatu-b3v3,,43.4,eui-b827ebfffefdad64,,-121,-7.2,10,,-1,0,0
puhatu-v3,1.62775E+18,-1,0,2.974,-121,2,puhatu-b3v3,,43.1,eui-b827ebfffefdad64,,-121,-7.5,10,,-1,0,0
puhatu-v3,1.62775E+18,10.19109154,19.51268387,3.051,-120,2,puhatu-b3v3,,43.4,eui-b827ebfffefdad64,,-120,-6,10,,-1,0,-11.19109154
puhatu-v3,1.62778E+18,-1,0,3.271,-123,2,puhatu-b3v3,,43.5,eui-b827ebfffefdad64,,-123,-8.2,10,,-1,0,0
puhatu-v3,1.62779E+18,-1,0,2.901,-123,2,puhatu-b3v3,,43.4,eui-b827ebfffefdad64,,-123,-11.2,10,,-1,0,0
puhatu-v3,1.62783E+18,-1,0,2.909,-119,2,puhatu-b3v3,,44,eui-b827ebfffefdad64,,-119,-3,10,,-1,0,0
puhatu-v3,1.62788E+18,10.21728992,14.68310833,3.147,-121,2,puhatu-b3v3,,43.4,eui-b827ebfffefdad64,,-121,-10.5,10,,-1,0,-11.21728992
puhatu-v3,1.62795E+18,-9,0,3.133,-123,2,puhatu-b3v3,,43.5,eui-b827ebfffefdad64,,-123,-8.5,10,,-1,0,8
puhatu-v3,1.62799E+18,-1,0,4.036,-121,2,puhatu-b3v3,,42.8,eui-b827ebfffefdad64,,-121,-7.8,10,,-1,0,0
puhatu-v3,1.62801E+18,-1,0,3.147,-121,2,puhatu-b3v3,,42.9,eui-b827ebfffefdad64,,-121,-7.2,10,,-1,0,0
puhatu-v3,1.62807E+18,-1,0,2.913,-120,2,puhatu-b3v3,,43.1,eui-b827ebfffefdad64,,-120,-4.5,10,,-1,0,0
puhatu-v3,1.6281E+18,-1,0,3.108,-120,2,puhatu-b3v3,,44.2,eui-b827ebfffefdad64,,-120,-6.5,10,,-1,0,0
puhatu-v3,1.62812E+18,10.33118916,-0.968781412,3.148,-120,2,puhatu-b3v3,,43.3,eui-b827ebfffefdad64,,-120,-5.2,10,,-1,0,-11.33118916
puhatu-v3,1.62814E+18,10.33997345,7.720769882,3.146,-123,2,puhatu-b3v3,,42.7,eui-b827ebfffefdad64,,-123,-5.8,10,,-1,0,-11.33997345
puhatu-v3,1.62815E+18,10.34029198,31.03453827,3.217,-124,2,puhatu-b3v3,,42.9,eui-b827ebfffefdad64,,-124,-6.5,10,,-1,0,-11.34029198
puhatu-v3,1.62816E+18,-1,0,4.035,-120,2,puhatu-b3v3,,44,eui-b827ebfffefdad64,,-120,-2.8,10,,-1,0,0
puhatu-v3,1.62818E+18,10.32407665,19.1622963,2.917,-121,2,puhatu-b3v3,,30.9,eui-b827ebfffefdad64,,-121,-4.5,10,,-1,0,-11.32407665
puhatu-v3,1.6282E+18,10.32051945,2.891902208,3.204,-121,2,puhatu-b3v3,,43.7,eui-b827ebfffefdad64,,-121,-6,10,,-1,0,-11.32051945
puhatu-v3,1.62821E+18,-1,0,3.201,-121,2,puhatu-b3v3,,43.2,eui-b827ebfffefdad64,,-121,-10.8,10,,-1,0,0
puhatu-v3,1.62821E+18,-1,0,3.2,-121,2,puhatu-b3v3,,43.1,eui-b827ebfffefdad64,,-121,-10.5,10,,-1,0,0
puhatu-v3,1.62822E+18,10.30968761,-1.098918557,3.2,-123,2,puhatu-b3v3,,43.1,eui-b827ebfffefdad64,,-123,-12.8,10,,-1,0,-11.30968761
puhatu-v3,1.62822E+18,-1,0,3.201,-121,2,puhatu-b3v3,,43.1,eui-b827ebfffefdad64,,-121,-6.2,10,,-1,0,0
puhatu-v3,1.62825E+18,10.28385639,24.99315643,3.084,-123,2,puhatu-b3v3,,43.6,eui-b827ebfffefdad64,,-123,-8,10,,-1,0,-11.28385639
puhatu-v3,1.62826E+18,10.2773037,20.08543396,2.901,-120,2,puhatu-b3v3,,43,eui-b827ebfffefdad64,,-120,-1.2,10,,-1,0,-11.2773037
puhatu-v3,1.62827E+18,10.27775955,19.82170105,2.915,-120,2,puhatu-b3v3,,43.3,eui-b827ebfffefdad64,,-120,-4.8,10,,-1,0,-11.27775955
puhatu-v3,1.62827E+18,10.27889538,19.13741875,2.926,-121,2,puhatu-b3v3,,43.4,eui-b827ebfffefdad64,,-121,0.8,10,,-1,0,-11.27889538
puhatu-v3,1.62827E+18,10.27785015,18.84476852,2.953,-118,2,puhatu-b3v3,,43,eui-b827ebfffefdad64,,-118,-0.2,10,,-1,0,-11.27785015
puhatu-v3,1.62827E+18,10.27602577,18.82493973,2.925,-120,2,puhatu-b3v3,,29.9,eui-b827ebfffefdad64,,-120,-4,10,,-1,0,-11.27602577
puhatu-v3,1.62827E+18,10.27675724,18.01439857,2.922,-120,2,puhatu-b3v3,,30,eui-b827ebfffefdad64,,-120,-4.5,10,,-1,0,-11.27675724
puhatu-v3,1.62827E+18,10.27718925,17.73332977,2.968,-119,2,puhatu-b3v3,,30.1,eui-b827ebfffefdad64,,-119,-8.8,10,,-1,0,-11.27718925
puhatu-v3,1.62827E+18,10.27575684,17.37234688,2.997,-120,2,puhatu-b3v3,,30,eui-b827ebfffefdad64,,-120,-11.8,10,,-1,0,-11.27575684
puhatu-v3,1.62827E+18,10.27608013,16.7810173,3.141,-121,2,puhatu-b3v3,,43.1,eui-b827ebfffefdad64,,-121,-5.8,10,,-1,0,-11.27608013
