name,time,air_Pressure_mH2O,air_Temp_float,batt,channel_rssi,data_rate_index,dev_id,device_id,dist,forwarder_gateway_id,recieved_time,rssi,snr,spreading_factor,timestamp,wat_Pressure_mH2o,wat_Temp_float,wat_level_mH2o
puhatu-v3,1.63386E+18,10.45341492,14.7887907,4.236,-121,,puhatu-c3v3,,56.5,eui-b827ebfffed73719,2021-10-10T10:02:47.602190574Z,-121,-8.2,12,,11.57799911,10.17111492,1.124584198
puhatu-v3,1.63388E+18,10.42975044,8.623503685,3.085,-121,,puhatu-c3v3,,56.3,eui-b827ebfffed73719,2021-10-10T15:28:30.316646902Z,-121,-7.5,12,,11.55426884,10.14968109,1.124518394
puhatu-v3,1.63388E+18,10.42661476,8.659532547,3.105,-120,,puhatu-c3v3,,56.3,eui-b827ebfffed73719,2021-10-10T16:09:33.942810096Z,-120,-8.8,12,,11.55033302,10.14491844,1.123718262
puhatu-v3,1.6339E+18,10.41099072,8.214795113,3.096,-119,,puhatu-c3v3,,56.1,eui-b827ebfffed73719,2021-10-10T20:08:20.250950839Z,-119,-6.8,12,,11.53614616,10.13748455,1.125155449
puhatu-v3,1.63391E+18,10.39494419,7.263448715,3.093,-120,,puhatu-c3v3,,56.1,eui-b827ebfffed73719,2021-10-11T00:07:51.590769426Z,-120,-11.8,12,,11.52081966,10.13344193,1.125875473
puhatu-v3,1.63393E+18,10.36631584,5.2973876,3.087,-121,,puhatu-c3v3,,56.1,eui-b827ebfffed73719,2021-10-11T04:07:42.796805949Z,-121,-6,12,,11.49331856,10.12730694,1.127002716
puhatu-v3,1.63397E+18,10.30440712,5.883241177,3.435,-119,,puhatu-c3v3,,56.2,eui-b827ebfffed73719,2021-10-11T16:04:16.495953133Z,-119,-4.2,12,,11.43621731,10.13322544,1.131810188
puhatu-v3,1.63398E+18,10.27686405,5.617708683,3.432,-121,,puhatu-c3v3,,56.4,eui-b827ebfffed73719,2021-10-11T20:07:19.843191072Z,-121,-7,12,,11.40956783,10.12680149,1.132703781
puhatu-v3,1.634E+18,10.25928307,4.467853069,3.427,-121,,puhatu-c3v3,,55.9,eui-b827ebfffed73719,2021-10-12T00:08:00.506409506Z,-121,-6.8,12,,11.39241982,10.11922264,1.133136749
puhatu-v3,1.63401E+18,10.24582767,0.162401125,3.43,-119,,puhatu-c3v3,,56.1,eui-b827ebfffed73719,2021-10-12T04:07:57.803609008Z,-119,-6.5,12,,11.38141727,10.11467457,1.1355896
puhatu-v3,1.63404E+18,10.24413204,11.94581223,3.436,-120,,puhatu-c3v3,,56.2,eui-b827ebfffed73719,2021-10-12T12:07:46.372728855Z,-120,-7.2,12,,-1,0,-11.24413204
puhatu-v3,1.63405E+18,10.24636173,6.37374258,3.495,-119,,puhatu-c3v3,,30,eui-b827ebfffed73719,2021-10-12T16:06:59.615813910Z,-119,-7.2,12,,-1,0,-11.24636173
puhatu-v3,1.63408E+18,10.23944664,-2.034460545,3.493,-121,,puhatu-c3v3,,30,eui-b827ebfffed73719,2021-10-13T00:07:16.240466131Z,-121,-5.5,12,,11.37601566,10.07706261,1.136569023
puhatu-v3,1.6341E+18,10.24343967,1.784346819,3.488,-121,,puhatu-c3v3,,56.3,eui-b827ebfffed73719,2021-10-13T04:08:48.847455440Z,-121,-9.8,12,,-1,0,-11.24343967
puhatu-v3,1.63411E+18,10.25553226,15.50232887,3.076,-121,,puhatu-c3v3,,56.6,eui-b827ebfffed73719,2021-10-13T08:10:32.354817807Z,-121,-5.2,12,,11.38419533,10.04442406,1.128663063
puhatu-v3,1.63413E+18,10.26999664,16.72025108,4.266,-121,,puhatu-c3v3,,30.2,eui-b827ebfffed73719,2021-10-13T12:09:50.223825089Z,-121,-6,12,,11.39906788,10.0469532,1.129071236
puhatu-v3,1.63416E+18,10.3050642,2.730930805,3.561,-120,,puhatu-c3v3,,56.4,eui-b827ebfffed73719,2021-10-13T20:07:40.585862149Z,-120,-5,12,,11.43436241,10.03258228,1.12929821
puhatu-v3,1.6342E+18,10.32264233,6.230512619,3.14,-121,,puhatu-c3v3,,56.3,eui-b827ebfffed73719,2021-10-14T08:10:40.053737008Z,-121,-15,12,,11.44979477,9.996325493,1.127152443
puhatu-v3,1.63421E+18,10.31581402,12.38020134,3.387,-120,,puhatu-c3v3,,56.4,eui-b827ebfffed73719,2021-10-14T12:12:20.770243957Z,-120,-8,12,,11.44279385,9.993652344,1.126979828
