name,time,air_Pressure_mH2o,air_Temp_float,airtime,batt,channel,coding_rate,counter,data_rate,dev_id,dist,dist2,frequency,gateway_time,gateway_timestamp,gtw_id,hardware_serial,is_retry,modulation,payload_raw,port,rf_chain,rssi,snr,wat_Pressure_mH2o,wat_Temp_float,wat_level_mH2o
puhatu,1.60E+18,-1,0,1.97E+09,3.81,3,04-May,0,SF12BW125,puhatu_c1,40.65262985,,867.1,2020-11-02T18:23:03.33824Z,2.55E+09,eui-b827ebfffefdad64,70B3D54993415497,TRUE,LORA,3h10QEucIkKP0yNB+BSvQQAAgL8AAAAA,1,0,-22,13.2,10.23915005,21.88523865,
puhatu,1.60E+18,-1,0,1.97E+09,3.81,3,04-May,0,SF12BW125,puhatu_c1,28.5224514,,867.1,2020-11-02T18:30:30.03398Z,2.99E+09,eui-b827ebfffefdad64,70B3D54993415497,TRUE,LORA,HaVzQPst5EEXzyNBm6+bQQAAgL8AAAAA,1,0,-21,11.8,10.23805904,19.46074486,
puhatu,1.60E+18,-1,0,1.97E+09,3.81,4,04-May,0,SF12BW125,puhatu_c1,29.20501709,,867.3,2020-11-02T19:00:17.344074Z,4.87E+08,eui-b827ebfffefdad64,70B3D54993415497,TRUE,LORA,HvhzQOCj6UF+wiNBWI+UQQAAgL8AAAAA,1,0,-21,12.5,10.23498344,18.56999207,
puhatu,1.60E+18,-1,0,1.97E+09,3.81,3,04-May,0,SF12BW125,puhatu_c1,30.39325523,,867.1,2020-11-02T19:30:19.478732Z,2.29E+09,eui-b827ebfffefdad64,70B3D54993415497,TRUE,LORA,oOZzQGMl80HwuSNBrLeUQQAAgL8AAAAA,1,0,-20,11.5,10.2328949,18.58968353,
puhatu,1.60E+18,-1,0,1.97E+09,3.81,4,04-May,0,SF12BW125,puhatu_c1,29.18634987,,867.3,2020-11-02T20:00:20.299976Z,4.09E+09,eui-b827ebfffefdad64,70B3D54993415497,TRUE,LORA,m7FzQKV96UHaryNBvL2UQQAAgL8AAAAA,1,0,-19,10.5,10.23043251,18.59264374,
puhatu,1.60E+18,-1,0,1.97E+09,3.81,2,04-May,0,SF12BW125,puhatu_c1,30.27318954,,868.5,2020-11-02T20:30:20.049622Z,1.59E+09,eui-b827ebfffefdad64,70B3D54993415497,TRUE,LORA,fL9zQH4v8kHUpyNBJgOUQQAAgL8AAAAA,1,0,-21,9.2,10.22847366,18.50153732,
puhatu,1.60E+18,-1,0,1.97E+09,3.81,6,04-May,0,SF12BW125,puhatu_c1,29.28980446,,867.7,2020-11-02T21:00:19.898094Z,3.39E+09,eui-b827ebfffefdad64,70B3D54993415497,TRUE,LORA,Yq9zQIVR6kFKsSNBVi+TQQAAgL8AAAAA,1,0,-19,8.8,10.23078346,18.39811325,
puhatu,1.60E+18,-1,0,1.97E+09,3.81,4,04-May,0,SF12BW125,puhatu_c1,28.7461338,,867.3,2020-11-02T21:30:21.306052Z,9.01E+08,eui-b827ebfffefdad64,70B3D54993415497,TRUE,LORA,ir1zQBX45UFAoCNBoaOTQQAAgL8AAAAA,1,0,-18,9.5,10.22662354,18.45489693,
puhatu,1.60E+18,-1,0,1.97E+09,3.81,3,04-May,0,SF12BW125,puhatu_c1,27.9790287,,867.1,2020-11-02T22:00:21.903832Z,2.70E+09,eui-b827ebfffefdad64,70B3D54993415497,TRUE,LORA,4bZzQA3V30GemiNBmNSTQQAAgL8AAAAA,1,0,-19,10.2,10.22524834,18.47880554,
puhatu,1.60E+18,-1,0,1.97E+09,3.81,6,04-May,0,SF12BW125,puhatu_c1,17.01126671,,867.7,2020-11-02T22:30:20.049203Z,2.05E+08,eui-b827ebfffefdad64,70B3D54993415497,TRUE,LORA,BYZzQBMXiEG3mCNBtmKTQQAAgL8AAAAA,1,0,-21,10.5,10.2247839,18.4231987,
